"","Bil.","No..Daftar","No..Lesen","Nama.Pemegang.Lesen","Nama.Premis","Alamat.Premis","Tarikh.Lesen.Dikeluarkan","Tarikh.Kuatkuasa.Lesen","Tarikh.Luput.Lesen","Tarikh.Pembatalan.lesen","Jenis.Perniagaan","latitude","longitude","geo_method"
"522",522,"PA0522/2021",23631,"HO RHU YANN","Nutrivet Plus Sdn.Bhd","1598,Jalan 19 Kampung Valdor,14200,Sungai Bakap,Seberang Perai Selatan,Pulau Pinang","10/3/2021","10/3/2021","31/12/2021","","Borong & Runcit",5.2489881,100.4964717,"google"
"523",523,"PA0523/2021",23632,"MOHAMAD SHAHRUL NIZAM BIN ABU MASOR","AFIMI HEALTHCARE [FARMASI AFIMI]","23,JALAN KOMERSIAL 2, PUSAT KOMERSIAL TASEK GELUGOR,13300,Tasek Gelugor,Seberang Perai Utara,Pulau Pinang","10/3/2021","10/3/2021","31/12/2021","","Runcit",5.484313,100.48904,"google"
"524",524,"PA0524/2021",23633,"CHONG CHUN CHYUAN","CHONG PHARMACY SDN. BHD.[FARMASI CHONG]","1198,Jalan Datuk Haji Ahmad Badawi,13200,Kepala Batas,Seberang Perai Utara,Pulau Pinang","15/03/2021","16/03/2021","31/12/2021","","Borong & Runcit",5.5171508,100.4300669,"osm"
"525",525,"PA0525/2021",23634,"ANG SHER REEN","Mega Kulim Pharmacy Sdn Bhd [Mega Kulim Farmasi]","1 & 2,Jalan Todak 2,13700,Seberang Jaya,Seberang Perai Tengah,Pulau Pinang","15/03/2021","15/03/2021","31/12/2021","","Runcit",5.3950411,100.3983536,"osm"
"526",526,"PA0526/2021",23635,"RAVINTHIRAN A/L TANNIMALAY","Watson's Personal Care Stores Sdn Bhd [Watsons Pharmacy]","LG21&LG22 SUNWAY CARNIVAL MALL,Jalan Todak,13700,Seberang Jaya,Seberang Perai Tengah,Pulau Pinang","15/03/2021","15/03/2021","31/12/2021","","Runcit",5.3985132,100.3980465,"google"
"527",527,"PA0527/2021",23636,"OO ZHI XIN","CHONG PHARMACY SDN. BHD. [FARMASI CHONG]","1-GF & 3-GF,Lorong Bertam Ria 2, Taman Bertam Ria,13200,Kepala Batas,Seberang Perai Utara,Pulau Pinang","17/03/2021","17/03/2021","31/12/2021","8/4/2021","Runcit",5.5097707,100.4345005,"google"
"528",528,"PA0528/2021",23637,"MOHAMAD AMIRULZAKI BIN MOHAMAD RAFI","MOHAMAD AMIRULZAKI BIN MOHAMAD RAFI [FARMASI ZAKI]","17 Ground floor,Psrn Mutiara 2,Pusat Komersial Bandar Tasek Mutiara,14120,Simpang Ampat,Seberang Perai Selatan,Pulau Pinang","24/03/2021","24/03/2021","31/12/2021","","Runcit",5.2758749,100.4916825,"google"
"529",529,"PA0529/2021",23638,"NUR LIYANA BINTI NOOR AZMI","HOUSE PHARMACY SDN. BHD. [FARMASI]","18-GF,Persiaran Seksyen 4/10, Bandar Putra Bertam,13200,Kepala Batas,Seberang Perai Utara,Pulau Pinang","24/03/2021","24/03/2021","31/12/2021","","Runcit",5.5193677,100.4823961,"google"
"530",530,"PA0530/2021",23639,"NICHOLAS LIM XUE EU","Wellings Pill House (TG) Pharmacy Sdn. Bhd. [Georgetown Pharmacy]","1-F-16 & 16A, Tesco Tanjung Pinang,Jalan Tanjung Tokong,10470,Georgetown,Timur Laut,Pulau Pinang","26/03/2021","29/03/2021","31/12/2021","","Runcit",5.4589372,100.3087485,"google"
"531",531,"PA0531/2021",23640,"LIM JING WEI","Mega Kulim Pharmacy Sdn Bhd [Mega Kulim Farmasi]","32 G/F,Lebuh Sungai Pinang 1,11600,Jelutong,Timur Laut,Pulau Pinang","26/03/2021","26/03/2021","31/12/2021","","Runcit",5.4331713626236,100.329119099971,"google"
"532",532,"PA0532/2021",23641,"LIM CHEE HO","Well Remedy Rx Pharma Venture [FARMASI WELL REMEDY]","NO 7,Jalan Penanti 1, Taman Penanti,14000,Kubang Semang,Seberang Perai Tengah,Pulau Pinang","26/03/2021","26/03/2021","31/12/2021","","Runcit",5.4059868,100.4642115,"google"
"533",533,"PA0533/2021",23644,"LEE JIA XI","Mega Kulim Pharmacy Sdn Bhd [Mega Kulim Pharmacy]","16,Lebuh Kurau 3, Taman Chai Leng,13700,Perai,Seberang Perai Tengah,Pulau Pinang","1/4/2021","1/4/2021","31/12/2021","","Runcit",5.3855573,100.3920302,"osm"
"534",534,"PA0534/2021",23645,"FONG JING YING","CHONG PHARMACY SDN. BHD. [FARMASI CHONG]","1-GF & 3-GF,Lorong Bertam Ria 2, Taman Bertam Ria,13200,Kepala Batas,Seberang Perai Utara,Pulau Pinang","1/4/2021","1/4/2021","31/12/2021","","Runcit",5.5097707,100.4345005,"google"
"535",535,"PA0535/2021",23647,"MUHAMMAD SYAKIR BIN SAPARMAN","Wellings Pharmacy Sdn. Bhd. [Wellings Pharmacy]","368-1-12, 12A & 14,Bellisa Row, Jalan Burma,10350,Georgetown,Timur Laut,Pulau Pinang","1/4/2021","1/4/2021","31/12/2021","","Runcit",5.4328019,100.310157,"google"
"536",536,"PA0536/2021",23648,"LIAN CHIA LYNN","THE PILL HOUSE PHARMACY SDN BHD [GEORGETOWN PHARMACY]","72,Jalan Aziz Ibrahim,11900,Bayan Lepas,Barat Daya,Pulau Pinang","7/4/2021","7/4/2021","31/12/2021","","Runcit",5.338864,100.304644,"google"
"537",537,"PA0537/2021",23649,"SHARON WONG KAI XIAN","THE PILL HOUSE PHARMACY SDN BHD [GEORGETOWN PHARMACY]","52,Jalan Mahsuri,11950,Bayan Baru,Barat Daya,Pulau Pinang","7/4/2021","7/4/2021","31/12/2021","","Runcit",5.3269491,100.2858152,"osm"
"538",538,"PA0538/2021",23650,"ADELINE TAN YEN PEI","The Pill House Pharmacy Sdn Bhd [Georgetown Pharmacy]","14 (Tingkat Bawah),Jalan Pekaka 1, Sungai Dua,11700,Gelugor,Timur Laut,Pulau Pinang","7/4/2021","7/4/2021","31/12/2021","","Runcit",5.333245,100.29039,"google"
"539",539,"PA0539/2021",23651,"ANG XIN YI","Mega Kulim Pharmacy Sdn Bhd [Mega Kulim Farmasi]","3332 & 3333,Jalan Perniagaan, Pusat Perniagaan Alma,14000,Bukit Mertajam,Seberang Perai Tengah,Pulau Pinang","8/4/2021","8/4/2021","31/12/2021","","Runcit",5.3338678,100.4814284,"google"
"540",540,"PA0540/2021",23652,"TAN MUI JOO","Guardian Health and Beauty Sdn Bhd [Guardian ]","LOT 170-B1-05, BASEMENT ONE,Gurney Plaza, Persiaran Gurney,10250,Georgetown,Timur Laut,Pulau Pinang","8/4/2021","8/4/2021","31/12/2021","","Runcit",5.4375344,100.3094863,"google"
"541",541,"PA0541/2021",23653,"MUHAMMAD ASHRAF BIN KAMARUL ZAMAN","FARMASI HARMONI SHIFA SDN. BHD. [FARMASI HARMONI SHIFA]","9, GROUND FLOOR,Jalan Penaga Ria, Taman Penaga Ria,13100,Penaga,Seberang Perai Utara,Pulau Pinang","9/4/2021","9/4/2021","31/12/2021","","Runcit",5.5366711,100.3794814,"google"
"542",542,"PA0542/2021",23654,"DAVID ONG CHERK YONG","Mega Kulim Pharmacy Sdn Bhd [Mega Kulim Farmasi]","32 G/F,Lebuh Sungai Pinang 1,11600,Jelutong,Timur Laut,Pulau Pinang","9/4/2021","9/4/2021","31/12/2021","","Runcit",5.4331713626236,100.329119099971,"google"
"543",543,"PA0543/2021",23655,"VIKNESWARAN A/L MURUGAIYAH","Pusat Penyelidikan Dadah dan Ubat-ubatan [Pusat Penyelidikan Dadah dan Ubat-ubatan]","Bangunan J12, Lengkongan Teknologi, Jalan Inovasi,Universiti Sains Malaysia,11800,USM Pulau Pinang,Timur Laut,Pulau Pinang","9/4/2021","9/4/2021","31/12/2021","","Borong",5.3559942,100.2986256,"google"
"544",544,"PA0544/2021",23656,"TAN WAN QI","MNV HEALTHCARE SDN. BHD. [M&V PHARMACY]","C-G-1, Vantage,Jalan Desiran Tanjung,10470,Tanjung Tokong,Timur Laut,Pulau Pinang","9/4/2021","9/4/2021","31/12/2021","","Runcit",5.4547787,100.3070217,"google"
"545",545,"PA0545/2021",23657,"CHIA JIA YI","MNV HEALTHCARE SDN. BHD. [M&V PHARMACY]","C-G-1, Vantage,Jalan Desiran Tanjung,10470,Tanjung Tokong,Timur Laut,Pulau Pinang","9/4/2021","9/4/2021","31/12/2021","","Runcit",5.4547787,100.3070217,"google"
"546",546,"PA0546/2021",23658,"KHO JIA QIAN","bliss pharmacy sdn bhd [bliss pharmacy]","39&41,Persiaran Mutiara 7, Pusat Komersial Bandar Tasek Mutiara,14120,Simpang Ampat,Seberang Perai Selatan,Pulau Pinang","9/4/2021","9/4/2021","31/12/2021","","Runcit",5.2793365,100.4922696,"google"
"547",547,"PA0547/2021",23659,"TANG JAU WEI","Guardian Health and Beauty Sdn Bhd [Guardian ]","LOT 170-B1-05, BASEMENT ONE,Gurney Plaza, Persiaran Gurney,10250,Georgetown,Timur Laut,Pulau Pinang","9/4/2021","9/4/2021","31/12/2021","","Runcit",5.4375344,100.3094863,"google"
"548",548,"PA0548/2021",23660,"LIM HUEY NI","Mega Kulim Pharmacy Sdn Bhd [Mega Kulim Farmasi]","2D,Lorong Delima 6, Island Glades,11700,Gelugor,Timur Laut,Pulau Pinang","9/4/2021","9/4/2021","31/12/2021","","Runcit",5.3822015,100.3041226,"google"
"549",549,"PA0549/2021",23661,"TAN BOON SENG","ALPRO ALLIANCE (PENANG) SDN. BHD. [FARMASI ALPRO]","NO. 3431 (GROUND FLOOR),Jalan Kulim, Taman Bukit Mas,14000,Bukit Mertajam,Seberang Perai Tengah,Pulau Pinang","9/4/2021","9/4/2021","31/12/2021","","Runcit",5.3520252,100.4756119,"google"
"550",550,"PA0550/2021",23662,"TAN YI MING","Mega Kulim Pharmacy Sdn Bhd [Mega Kulim Farmasi]","2D,Lorong Delima 6, Island Glades,11700,Gelugor,Timur Laut,Pulau Pinang","9/4/2021","9/4/2021","31/12/2021","","Runcit",5.3822015,100.3041226,"google"
"551",551,"PA0551/2021",23663,"LIM BEE KEAN","I PHARMACY [I PHARMACY]","332-F,Jalan Perak,11600,Jelutong,Timur Laut,Pulau Pinang","16/04/2021","16/04/2021","31/12/2021","","Borong & Runcit",5.4018671,100.314897,"osm"
"552",552,"PA0552/2021",23664,"TAY CHIN CHING","THE PILL HOUSE PHARMACY SDN BHD [GEORGETOWN PHARMACY]","52,Jalan Mahsuri,11950,Bayan Baru,Barat Daya,Pulau Pinang","16/04/2021","16/04/2021","31/12/2021","","Runcit",5.3269491,100.2858152,"osm"
"553",553,"PA0553/2021",23665,"LOW JU YEE, CASSANDRA","I PHARMACY [I PHARMACY]","No.332-F,Jalan Perak,11600,Georgetown,Timur Laut,Pulau Pinang","16/04/2021","16/04/2021","31/12/2021","22/07/2021","Borong & Runcit",5.3945697,100.3147497,"google"
"554",554,"PA0554/2021",23667,"EU SI ZHENG","TREVI PHARMACY SDN BHD [TREVI PHARMACY]","11A,Jalan Seri Berapit, Taman Seri Berapit,14000,Bukit Mertajam,Seberang Perai Tengah,Pulau Pinang","16/04/2021","16/04/2021","31/12/2021","","Runcit",5.3837102,100.478484,"osm"
"555",555,"PA0555/2021",23668,"LAWRENCE KIING TECK HOWE","WELLINGS PHARMACY SDN BHD [WELLINGS PHARMACY]","294,Jalan Macalister,10450,Georgetown,Timur Laut,Pulau Pinang","16/04/2021","16/04/2021","31/12/2021","","Runcit",5.4197673,100.3169159,"osm"
"556",556,"PA0556/2021",23669,"KUAH CHEK HEAN","SIANG PHARMACY SDN BHD [SIANG PHARMACY]","1378-1379,,Jalan Sungai Bakap, Taman Sungai Bakap Permai,14200,Sungai Bakap,Seberang Perai Selatan,Pulau Pinang","19/04/2021","19/04/2021","31/12/2021","","Runcit",5.2319565,100.4917626,"google"
"557",557,"PA0557/2021",23670,"KHOO GEOK PING","THE PILL HOUSE PHARMACY SDN BHD [GEORGETOWN PHARMACY]","72,Jalan Aziz Ibrahim,11900,Bayan Lepas,Barat Daya,Pulau Pinang","19/04/2021","19/04/2021","31/12/2021","","Runcit",5.338864,100.304644,"google"
"558",558,"PA0558/2021",23671,"ANG SHEN CHAEI","THE PILL HOUSE PHARMACY SDN BHD [GEORGETOWN PHARMACY]","72,Jalan Aziz Ibrahim,11900,Bayan Lepas,Barat Daya,Pulau Pinang","20/04/2021","22/04/2021","31/12/2021","","Runcit",5.338864,100.304644,"google"
"559",559,"PA0559/2021",23672,"TAN HAOZHE","ONE PILL PHARMA [ONE PILL PHARMACY]","6G,Jalan Perniagaan Seri Juru , Pusat Perniagaan Seri Juru,14100,Juru,Seberang Perai Tengah,Pulau Pinang","20/04/2021","20/04/2021","31/12/2021","","Runcit",5.3118663,100.4419319,"google"
"560",560,"PA0560/2021",23673,"WONG MEI FONG","THE PILL HOUSE PHARMACY SDN BHD [GEORGETOWN PHARMACY]","52,Jalan Mahsuri,11950,Bayan Baru,Barat Daya,Pulau Pinang","20/04/2021","20/04/2021","31/12/2021","","Runcit",5.3269491,100.2858152,"osm"
"561",561,"PA0561/2021",23674,"CHEONG YEE FAN","AM PM PHARMACY SDN BHD","139-R,Jalan Tan Sri Teh Ewe Lim,11600,Jelutong,Timur Laut,Pulau Pinang","20/04/2021","20/04/2021","31/12/2021","","Runcit",5.3911772,100.3128964,"osm"
"562",562,"PA0562/2021",23675,"ONG LEE HAN","MEDS AND VITS PHARMACY [M&V PHARMACY]","G-10, TINGKAT BAWAH, PANGSAPURI OREN 3,Jalan Pantai Bersih,13000,Butterworth,Seberang Perai Utara,Pulau Pinang","22/04/2021","22/04/2021","31/12/2021","","Borong & Runcit",5.4441727,100.3817488,"google"
"563",563,"PA0563/2021",23676,"TEH BOON PIN","The Pill House Pharmacy Sdn Bhd [GEORGETOWN PHARMACY]","110-01-03,Persiaran Bayan Indah, Summerton,11900,Bayan Lepas,Barat Daya,Pulau Pinang","22/04/2021","22/04/2021","31/12/2021","","Runcit",5.339411,100.3090073,"google"
"564",564,"PA0564/2021",23677,"OON CHIN HOW","The Pill House Pharmacy Sdn Bhd [GEORGETOWN PHARMACY]","110-01-03,Persiaran Bayan Indah, Summerton,11900,Bayan Lepas,Barat Daya,Pulau Pinang","22/04/2021","22/04/2021","31/12/2021","","Runcit",5.339411,100.3090073,"google"
"565",565,"PA0565/2021",23678,"ONG SZE LING","WATSON'S PERSONAL CARE STORES SDN. BHD. [WATSONS]","100-LG-12A,Queensbay Mall, Persiaran Bayan Indah,11900,Bayan Lepas,Barat Daya,Pulau Pinang","23/04/2021","23/04/2021","31/12/2021","","Runcit",5.3331774,100.3066084,"google"
"566",566,"PA0566/2021",23679,"YEO DVEON","Milrin Pharmaceutical Co. (M) Sdn. Bhd. [Milrin Pharmaceutical Co. (M) Sdn. Bhd.]","125-L, 5th Floor,Wisma Getah, Jalan Macalister,10400,Georgetown,Timur Laut,Pulau Pinang","23/04/2021","23/04/2021","31/12/2021","6/7/2021","Borong",5.417526,100.3202996,"google"
"567",567,"PA0567/2021",23680,"OOI YI ZHI","SUPER HEALTH SDN BHD [GEORGETOWN PHARMACY]","19, GROUND FLOOR,Jalan Todak 4,13700,Seberang Jaya,Seberang Perai Tengah,Pulau Pinang","26/04/2021","26/04/2021","31/12/2021","","Runcit",5.3983859,100.400132,"google"
"568",568,"PA0568/2021",23681,"NG KEAN AUN","Mega Kulim Pharmacy Sdn Bhd [Mega Kulim Farmasi]","1 & 2,Jalan Todak 2,13700,Seberang Jaya,Seberang Perai Tengah,Pulau Pinang","30/04/2021","3/5/2021","31/12/2021","","Runcit",5.3950411,100.3983536,"osm"
"569",569,"PA0569/2021",23682,"OO ZHI XIN","CHONG PHARMACY SDN. BHD. [FARMASI CHONG]","16 G/F,Jalan Murni 1, Taman Desa Murni,13800,Butterworth,Seberang Perai Utara,Pulau Pinang","3/5/2021","3/5/2021","31/12/2021","","Runcit",5.4347188,100.4311487,"google"
"570",570,"PA0570/2021",23683,"LIM XIN JIE","Island Hospital Sdn Bhd [Island Hospital]","308,Jalan Macalister,10450,Georgetown,Timur Laut,Pulau Pinang","5/5/2021","5/5/2021","31/12/2021","","Runcit",5.42229135,100.314028199346,"osm"
"571",571,"PA0571/2021",23684,"OOI KEAN HIN","Milrin Pharmaceutical Co. (M) Sdn. Bhd. [Milrin Pharmaceutical Co. (M) Sdn. Bhd.]","125-L, 5th Floor,Wisma Getah, Jalan Macalister,10400,Georgetown,Timur Laut,Pulau Pinang","5/5/2021","5/5/2021","31/12/2021","","Borong",5.417526,100.3202996,"google"
"572",572,"PA0572/2021",23685,"HOE CHUI YING","Mega Kulim Pharmacy Sdn Bhd [Mega Kulim Farmasi]","1 & 2,Jalan Todak 2,13700,Seberang Jaya,Seberang Perai Tengah,Pulau Pinang","12/5/2021","12/5/2021","31/12/2021","","Runcit",5.3950411,100.3983536,"osm"
"573",573,"PA0573/2021",23686,"LO WEI TING","MEDS AND VITS PHARMACY [M&V PHARMACY]","G-10, TINGKAT BAWAH, PANGSAPURI OREN 3,Jalan Pantai Bersih,13000,Butterworth,Seberang Perai Utara,Pulau Pinang","12/5/2021","12/5/2021","31/12/2021","","Borong & Runcit",5.4441727,100.3817488,"google"
"574",574,"PA0574/2021",23687,"LIM CHRISTINE","PANACEA PHARMACY [PANACEA PHARMACY]","2C & 2D,Lorong Selamat,10400,Georgetown,Timur Laut,Pulau Pinang","12/5/2021","12/5/2021","31/12/2021","","Runcit",5.4179482,100.325487,"osm"
"575",575,"PA0575/2021",23688,"NG CHUR MEI","MEDS AND VITS PHARMACY [M&V PHARMACY]","G-10, TINGKAT BAWAH, PANGSAPURI OREN 3,Jalan Pantai Bersih,13000,Butterworth,Seberang Perai Utara,Pulau Pinang","12/5/2021","12/5/2021","31/12/2021","","Borong & Runcit",5.4441727,100.3817488,"google"
"576",576,"PA0576/2021",23689,"KHALEDA BINTI OMAR","GR2 Farmasi Sdn Bhd [Green River Farmasi]","77,Jalan Terengganu,10460,Georgetown,Timur Laut,Pulau Pinang","27/05/2021","27/05/2021","31/12/2021","","Runcit",5.4111569,100.3083354,"osm"
"577",577,"PA0577/2021",23690,"MICHELLE NG SZE MUN","SIANG PHARMACY SDN BHD [SIANG PHARMACY ]","3082 & 3083,Jalan Rozhan, Taman Rozhan,14000,Bukit Mertajam,Seberang Perai Tengah,Pulau Pinang","27/05/2021","27/05/2021","31/12/2021","","Runcit",5.4331713626236,100.481035843066,"google"
"578",578,"PA0578/2021",23691,"OOI LI YING","Wellings Pill House Sdn Bhd [Georgetown Pharmacy]","31,Jalan Utama,10460,Georgetown,Timur Laut,Pulau Pinang","27/05/2021","1/6/2021","31/12/2021","","Runcit",5.4304872,100.2992393,"osm"
"579",579,"PA0579/2021",23692,"KOW LI MUN","ALPRO ALLIANCE (PENANG) SDN BHD [FARMASI ALPRO]","NO 72,Jalan Besar,11000,Balik Pulau,Barat Daya,Pulau Pinang","27/05/2021","27/05/2021","31/12/2021","","Runcit",5.3531572,100.2005069,"google"
"580",580,"PA0580/2021",23693,"WONG KOON YIK","BIG PHARMACY (NORTHERN) SDN. BHD. [FARMASI BIG PHARMACY]","399 Ground Floor,Jalan Burma,10350,Georgetown,Timur Laut,Pulau Pinang","31/05/2021","31/05/2021","31/12/2021","","Runcit",5.4299666,100.3131688,"google"
"581",581,"PA0581/2021",23694,"ABELYN SOON WI LYNN","Guardian Health and Beauty Sdn Bhd [Guardian ]","LOT 170-B1-05, BASEMENT ONE,Gurney Plaza, Persiaran Gurney,10250,Georgetown,Timur Laut,Pulau Pinang","11/6/2021","11/6/2021","31/12/2021","","Runcit",5.4375344,100.3094863,"google"
"582",582,"PA0582/2021",23695,"TEOH HOOI LEE","PULAU PINANG CLINIC SDN. BHD [GLENEAGLES PENANG]","No. 1,Jalan Pangkor,10050,Georgetown,Timur Laut,Pulau Pinang","11/6/2021","11/6/2021","31/12/2021","","Runcit",5.4259549,100.3182699,"osm"
"583",583,"PA0583/2021",23696,"CHU HENG LIT","Milrin Pharmaceutical Co. (M) Sdn. Bhd. [Milrin Pharmaceutical Co. (M) Sdn. Bhd.]","125-L, 5th Floor,Wisma Getah, Jalan Macalister,10400,Georgetown,Timur Laut,Pulau Pinang","14/06/2021","14/06/2021","31/12/2021","","Borong",5.417526,100.3202996,"google"
"584",584,"PA0584/2021",23697,"LIM CHEE LUN","M PHARMACY SDN. BHD. [M PHARMACY]","1-G-1,Jalan Seri Tanjung Pinang 1,10470,Tanjung Tokong,Timur Laut,Pulau Pinang","14/06/2021","14/06/2021","31/12/2021","16/08/2021","Runcit",5.456401,100.307763,"google"
"585",585,"PA0585/2021",23698,"CHONG JIA YING","AM PM PHARMACY SDN BHD","421 & 423,Jalan Burma,10050,Georgetown,Timur Laut,Pulau Pinang","17/06/2021","17/06/2021","31/12/2021","","Runcit",5.4213519,100.3247307,"osm"
"586",586,"PA0586/2021",23699,"MUHAMMAD FIQRI BIN ZOLKURNIAN","Mega Kulim Pharmacy Sdn Bhd [Mega Kulim Farmasi]","No 7,,Jalan Usahawan 4, Pusat Perniagaan Kepala Batas,13200,Kepala Batas,Seberang Perai Utara,Pulau Pinang","17/06/2021","22/06/2021","31/12/2021","","Runcit",5.517095,100.432248,"google"
"587",587,"PA0587/2021",23700,"TAN HUI JIA","LOTUS PHARMACY [LOTUS FARMASI]","3429 GF, 1st & 2nd,Jalan Kulim, Taman Bukit Mas,14000,Bukit Mertajam,Seberang Perai Tengah,Pulau Pinang","17/06/2021","17/06/2021","31/12/2021","","Runcit",5.3520252,100.4756119,"google"
"588",588,"PA0588/2021",23701,"KHONG WING SENG","BIOPHARMA LINK PHARMACY SDN BHD [BIOPHARMALINK PHARMACY]","488B-G16 MIDLANDS PARK CENTRE,Jalan Burma,10350,Georgetown,Timur Laut,Pulau Pinang","24/06/2021","24/06/2021","31/12/2021","","Runcit",5.4331508,100.3061405,"google"
"589",589,"PA0589/2021",23702,"SOO ZEE YE","YAYASAN KEK LOK SI [KEK LOK SI CHARITABLE HOSPITAL]","LOT 261,Jalan Balik Pulau,11500,Air Itam,Timur Laut,Pulau Pinang","2/7/2021","2/7/2021","31/12/2021","","Runcit",5.3989118,100.2704805,"google"
"590",590,"PA0590/2021",23703,"VIVEGANANTH A/L KRISHNANMURTHI","Watson's Personal Care Stores Sdn. Bhd. [Watson]","33-G-50, Ground Floor, Prangin Mall,Jalan Dr.Lim Chwee Leong,10100,Georgetown,Timur Laut,Pulau Pinang","6/7/2021","6/7/2021","31/12/2021","","Runcit",5.414569,100.332346,"google"
"591",591,"PA0591/2021",23704,"GAN QUAN YOU","Sunrise Homecare Pharmacy Sdn. Bhd. [Sunrise Homecare Pharmacy]","19 Ground Floor,,Jalan Todak 3,13700,Seberang Jaya,Seberang Perai Tengah,Pulau Pinang","9/7/2021","9/7/2021","31/12/2021","","Runcit",5.39662,100.398,"google"
"592",592,"PA0592/2021",23705,"PREVINKUMAR A/L SUNDRAM","KCK PHARMACEUTICAL INDUSTRIES SDN. BHD. [KCK PHARMACEUTICAL INDUSTRIES SDN. BHD.]","PLOT 61, BAYAN LEPAS INDUSTRIAL PARK PHASE 4,Lintang Bayan Lepas 1,11900,Bayan Lepas,Barat Daya,Pulau Pinang","9/7/2021","9/7/2021","31/12/2021","","Borong",5.2975662,100.2851053,"google"
"593",593,"PA0593/2021",23706,"LIM CHING WEI","BIG PHARMACY (NORTHERN) SDN. BHD. [FARMASI BIG PHARMACY]","399 Ground Floor,Jalan Burma,10350,Georgetown,Timur Laut,Pulau Pinang","9/7/2021","9/7/2021","31/12/2021","","Runcit",5.4299666,100.3131688,"google"
"594",594,"PA0594/2021",23707,"TAN ZHEN YAO","THE PILL HOUSE PHARMACY SDN BHD [GEORGETOWN PHARMACY]","72,Jalan Aziz Ibrahim,11900,Bayan Lepas,Barat Daya,Pulau Pinang","13/07/2021","18/07/2021","31/12/2021","","Runcit",5.338864,100.304644,"google"
"595",595,"PA0595/2021",23708,"SOO SUET LING","Pure Health Pharmacy Sdn Bhd [Georgetown Pharmacy]","2381,Jalan Rozhan, Taman Impian,14000,Bukit Mertajam,Seberang Perai Tengah,Pulau Pinang","13/07/2021","13/07/2021","31/12/2021","","Runcit",5.3173837,100.477757,"osm"
"596",596,"PA0596/2021",23709,"FOO XIU QING","INDOPHARMA SDN BHD [MEDISAFE PHARMACY]","177-G-2,Jalan Macalister,10400,Georgetown,Timur Laut,Pulau Pinang","23/07/2021","28/07/2021","31/12/2021","","Borong & Runcit",5.4142707,100.3282129,"google"
"597",597,"PA0597/2021",23710,"YAP MUI KEOK","THE PILL HOUSE PHARMACY SDN BHD [GEORGETOWN PHARMACY]","52,Jalan Mahsuri,11950,Bayan Baru,Barat Daya,Pulau Pinang","29/07/2021","29/07/2021","31/12/2021","","Runcit",5.3269491,100.2858152,"osm"
"598",598,"PA0598/2021",23711,"TAN ANN JOE","Wellings Pharmacy Sdn. Bhd [Wellings Pharmacy]","368-2-15,Bellisa Row, Jalan Burma,10350,Georgetown,Timur Laut,Pulau Pinang","29/07/2021","29/07/2021","31/12/2021","","Borong",5.432841,100.310025,"google"
"599",599,"PA0599/2021",23712,"TAN CHAN WEI","ALPRO ALLIANCE (PENANG) SDN BHD [FARMASI ALPRO]","1-1-35, I-AVENUE,Medan Kampung Relau 1,11900,Bayan Lepas,Barat Daya,Pulau Pinang","4/8/2021","9/8/2021","31/12/2021","","Runcit",5.332764,100.2927859,"google"
"600",600,"PA0600/2021",23713,"YEAP SOON KENT","ALPRO ALLIANCE (PENANG) SDN BHD [FARMASI ALPRO]","NO 72,Jalan Besar,11000,Balik Pulau,Barat Daya,Pulau Pinang","4/8/2021","4/8/2021","31/12/2021","","Runcit",5.3531572,100.2005069,"google"
"601",601,"PA0601/2021",23714,"ANG CHING LI","Revo Healthcare Sdn. Bhd. [Revo Healthcare Sdn. Bhd.]","75A,Medan Angsana,11500,Air Itam,Timur Laut,Pulau Pinang","9/8/2021","9/8/2021","31/12/2021","","Borong",5.3899149,100.2820211,"google"
"602",602,"PA0602/2021",NA,"LIM GAUK KHENG","RHECO PHARMACY SDN BHD","606E & 606F,Jalan Paya Terubong,11500,Air Itam,Timur Laut,Pulau Pinang","16/08/2021","16/08/2021","31/12/2021","","Borong & Runcit",5.4020298,100.278441,"google"
